2024-04-27 03:02:09,198 INFO    StreamThr :6112 [internal.py:wandb_internal():86] W&B internal server running at pid: 6112, started at: 2024-04-27 03:02:09.196992
2024-04-27 03:02:09,205 DEBUG   HandlerThread:6112 [handler.py:handle_request():146] handle_request: status
2024-04-27 03:02:09,227 INFO    WriterThread:6112 [datastore.py:open_for_write():87] open: E:\Codes\Projects\Introduction-to-Artificial-Intelligence\Classification\src\wandb\run-20240427_030209-3di3phjq\run-3di3phjq.wandb
2024-04-27 03:02:09,228 DEBUG   SenderThread:6112 [sender.py:send():379] send: header
2024-04-27 03:02:09,816 DEBUG   SenderThread:6112 [sender.py:send():379] send: run
2024-04-27 03:02:10,682 INFO    SenderThread:6112 [dir_watcher.py:__init__():211] watching files in: E:\Codes\Projects\Introduction-to-Artificial-Intelligence\Classification\src\wandb\run-20240427_030209-3di3phjq\files
2024-04-27 03:02:10,684 INFO    SenderThread:6112 [sender.py:_start_run_threads():1124] run started: 3di3phjq with start time 1714158129.202518
2024-04-27 03:02:10,704 DEBUG   HandlerThread:6112 [handler.py:handle_request():146] handle_request: check_version
2024-04-27 03:02:10,705 DEBUG   SenderThread:6112 [sender.py:send_request():406] send_request: check_version
2024-04-27 03:02:11,231 DEBUG   HandlerThread:6112 [handler.py:handle_request():146] handle_request: run_start
2024-04-27 03:02:11,260 DEBUG   HandlerThread:6112 [system_info.py:__init__():26] System info init
2024-04-27 03:02:11,260 DEBUG   HandlerThread:6112 [system_info.py:__init__():41] System info init done
2024-04-27 03:02:11,261 INFO    HandlerThread:6112 [system_monitor.py:start():194] Starting system monitor
2024-04-27 03:02:11,261 INFO    SystemMonitor:6112 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-27 03:02:11,261 INFO    HandlerThread:6112 [system_monitor.py:probe():214] Collecting system info
2024-04-27 03:02:11,271 INFO    SystemMonitor:6112 [interfaces.py:start():190] Started cpu monitoring
2024-04-27 03:02:11,280 DEBUG   HandlerThread:6112 [system_info.py:probe():150] Probing system
2024-04-27 03:02:11,281 INFO    SystemMonitor:6112 [interfaces.py:start():190] Started disk monitoring
2024-04-27 03:02:11,290 INFO    SystemMonitor:6112 [interfaces.py:start():190] Started memory monitoring
2024-04-27 03:02:11,311 INFO    SystemMonitor:6112 [interfaces.py:start():190] Started network monitoring
2024-04-27 03:02:11,331 DEBUG   HandlerThread:6112 [system_info.py:_probe_git():135] Probing git
2024-04-27 03:02:11,488 DEBUG   HandlerThread:6112 [system_info.py:_probe_git():143] Probing git done
2024-04-27 03:02:11,488 DEBUG   HandlerThread:6112 [system_info.py:probe():198] Probing system done
2024-04-27 03:02:11,488 DEBUG   HandlerThread:6112 [system_monitor.py:probe():223] {'os': 'Windows-11-10.0.22631-SP0', 'python': '3.12.0', 'heartbeatAt': '2024-04-26T19:02:11.281151', 'startedAt': '2024-04-26T19:02:09.179056', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'E:\\Codes\\Projects\\Introduction-to-Artificial-Intelligence\\Classification\\src\\main.py', 'codePathLocal': 'main.py', 'codePath': 'Classification\\src\\main.py', 'git': {'remote': 'https://github.com/LeverImmy/Introduction-to-Artificial-Intelligence.git', 'commit': '7de010a389206261847dbde4626f5c4b8903afea'}, 'email': '506503360@qq.com', 'root': 'E:/Codes/Projects/Introduction-to-Artificial-Intelligence', 'host': 'Worptop', 'username': '50650', 'executable': 'D:\\ProgramFiles\\Python\\Python312\\python.exe', 'cpu_count': 12, 'cpu_count_logical': 16, 'cpu_freq': {'current': 1900.0, 'min': 0.0, 'max': 1900.0}, 'cpu_freq_per_core': [{'current': 1900.0, 'min': 0.0, 'max': 1900.0}], 'disk': {'/': {'total': 149.99999618530273, 'used': 35.94060134887695}}, 'memory': {'total': 15.730705261230469}}
2024-04-27 03:02:11,488 INFO    HandlerThread:6112 [system_monitor.py:probe():224] Finished collecting system info
2024-04-27 03:02:11,488 INFO    HandlerThread:6112 [system_monitor.py:probe():227] Publishing system info
2024-04-27 03:02:11,491 INFO    HandlerThread:6112 [system_monitor.py:probe():229] Finished publishing system info
2024-04-27 03:02:11,499 DEBUG   SenderThread:6112 [sender.py:send():379] send: files
2024-04-27 03:02:11,499 INFO    SenderThread:6112 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
